PRICE0,PRICE1,PRICE5,PRICE10,SALES0_0,SALES0_1,SALES0_5,SALES0_10,SALES1_0,SALES1_1,SALES1_5,SALES1_10,SALES5_0,SALES5_1,SALES5_5,SALES5_10,SALES10_0,SALES10_1,SALES10_5,SALES10_10
5.6205137122,5.6205137122,5.6205137122,5.6205137122,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201,94.2179532201
5.2086680794,5.2086680794,5.2086680794,5.2086680794,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507,95.0125318507
4.7602201318,4.7602201318,4.7602201318,4.7602201318,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141,95.4367144141
3.6969383978,3.6969383978,3.6969383978,3.6969383978,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981,96.3652627981
4.4181079285,4.4181079285,4.4181079285,4.4181079285,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915,96.2606077915
5.8062386017,5.8062386017,5.8062386017,5.8062386017,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069,93.2236543069
5.8958820774,5.8958820774,5.8958820774,5.8958820774,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252,93.6581937252
4.2500707065,4.2500707065,4.2500707065,4.2500707065,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777,95.5382897777
6.7951806689,6.7951806689,6.7951806689,6.7951806689,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296,92.9881139296
4.9231081621,4.9231081621,4.9231081621,4.9231081621,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502,95.2660427502
5.6269874588,5.6269874588,5.6269874588,5.6269874588,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755,95.3924090755
4.8261816039,4.8261816039,4.8261816039,4.8261816039,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024,94.4475312024
4.6683091589,4.6683091589,4.6683091589,4.6683091589,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432,95.5845499432
6.1664159813,6.1664159813,6.1664159813,6.1664159813,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402,93.0654239402
3.3067751234,3.3067751234,3.3067751234,3.3067751234,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126,96.9086203126
4.5723420664,4.5723420664,4.5723420664,4.5723420664,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563,95.1642887563
4.5277252823,4.5277252823,4.5277252823,4.5277252823,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042,96.1995665042
4.5896776012,4.5896776012,4.5896776012,4.5896776012,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417,95.4306515417
4.9124939165,4.9124939165,4.9124939165,4.9124939165,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601,95.2697410601
5.972637543,5.972637543,5.972637543,5.972637543,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443,93.8777406443
4.136126107,4.136126107,4.136126107,4.136126107,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863,95.857170863
4.3430326036,5.3430326036,9.3430326036,14.3430326036,95.0396478702,94.0396478702,90.0396478702,85.0396478702,96.0396478702,95.0396478702,91.0396478702,86.0396478702,100.0396478702,99.0396478702,95.0396478702,90.0396478702,105.0396478702,104.0396478702,100.0396478702,95.0396478702
5.4996666528,5.4996666528,5.4996666528,5.4996666528,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522,94.7297319522
6.5825453224,6.5825453224,6.5825453224,6.5825453224,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868,93.3549335868
3.5147253475,3.5147253475,3.5147253475,3.5147253475,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979,96.2866459979
3.7639658075,3.7639658075,3.7639658075,3.7639658075,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183,96.2995051183
4.4669480556,4.4669480556,4.4669480556,4.4669480556,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847,95.9823441847
6.4138661735,6.4138661735,6.4138661735,6.4138661735,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534,93.1919397534
4.3827526591,5.3827526591,9.3827526591,14.3827526591,95.7180810181,94.7180810181,90.7180810181,85.7180810181,96.7180810181,95.7180810181,91.7180810181,86.7180810181,100.7180810181,99.7180810181,95.7180810181,90.7180810181,105.7180810181,104.7180810181,100.7180810181,95.7180810181
2.5514204876,2.5514204876,2.5514204876,2.5514204876,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829,97.4354454829
6.370697563,6.370697563,6.370697563,6.370697563,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986,93.4061566986
6.0865234638,6.0865234638,6.0865234638,6.0865234638,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754,93.5689813754
4.8325395837,4.8325395837,4.8325395837,4.8325395837,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651,94.9714998651
4.4078339839,4.4078339839,4.4078339839,4.4078339839,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322,96.4834513322
5.2884051142,6.2884051142,10.2884051142,15.2884051142,95.3152159154,94.3152159154,90.3152159154,85.3152159154,96.3152159154,95.3152159154,91.3152159154,86.3152159154,100.3152159154,99.3152159154,95.3152159154,90.3152159154,105.3152159154,104.3152159154,100.3152159154,95.3152159154
5.1784703698,5.1784703698,5.1784703698,5.1784703698,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631,94.2231095631
4.5010295718,4.5010295718,4.5010295718,4.5010295718,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437,95.6236229437
6.030209086,6.030209086,6.030209086,6.030209086,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313,93.8525499313
3.9357142484,3.9357142484,3.9357142484,3.9357142484,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587,94.4844740587
3.8773484013,3.8773484013,3.8773484013,3.8773484013,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094,96.3107420094
7.5156787311,7.5156787311,7.5156787311,7.5156787311,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892,91.9746335892
4.9149665528,4.9149665528,4.9149665528,4.9149665528,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267,95.4802041267
7.207664486,7.207664486,7.207664486,7.207664486,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757,92.9182255757
2.2263198235,2.2263198235,2.2263198235,2.2263198235,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837,97.4987006837
5.3968916913,6.3968916913,10.3968916913,15.3968916913,95.0150394612,94.0150394612,90.0150394612,85.0150394612,96.0150394612,95.0150394612,91.0150394612,86.0150394612,100.0150394612,99.0150394612,95.0150394612,90.0150394612,105.0150394612,104.0150394612,100.0150394612,95.0150394612
4.7960183543,4.7960183543,4.7960183543,4.7960183543,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704,95.1346182704
4.4928282266,4.4928282266,4.4928282266,4.4928282266,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866,94.493294866
3.6520380727,3.6520380727,3.6520380727,3.6520380727,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259,95.7578093259
7.2878115641,7.2878115641,7.2878115641,7.2878115641,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737,93.3060704737
4.8722801111,4.8722801111,4.8722801111,4.8722801111,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644,93.6347027644
7.1801561448,7.1801561448,7.1801561448,7.1801561448,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466,92.7625257466
6.5773021224,6.5773021224,6.5773021224,6.5773021224,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799,92.2898830799
4.1882287284,4.1882287284,4.1882287284,4.1882287284,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875,95.2850640875
3.2285377608,3.2285377608,3.2285377608,3.2285377608,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583,96.7149986583
3.6669074217,3.6669074217,3.6669074217,3.6669074217,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733,95.8909767733
4.4895780566,4.4895780566,4.4895780566,4.4895780566,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042,96.1902445042
6.2408280698,6.2408280698,6.2408280698,6.2408280698,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803,93.608311803
4.6107962447,4.6107962447,4.6107962447,4.6107962447,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655,95.0087220655
4.5224993553,4.5224993553,4.5224993553,4.5224993553,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024,95.1950906024
4.587267495,4.587267495,4.587267495,4.587267495,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992,96.1512381992
5.1223360644,6.1223360644,10.1223360644,15.1223360644,94.436185016,93.436185016,89.436185016,84.436185016,95.436185016,94.436185016,90.436185016,85.436185016,99.436185016,98.436185016,94.436185016,89.436185016,104.436185016,103.436185016,99.436185016,94.436185016
4.8073302847,4.8073302847,4.8073302847,4.8073302847,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943,95.949028943
5.0446658249,6.0446658249,10.0446658249,15.0446658249,95.8288058438,94.8288058438,90.8288058438,85.8288058438,96.8288058438,95.8288058438,91.8288058438,86.8288058438,100.8288058438,99.8288058438,95.8288058438,90.8288058438,105.8288058438,104.8288058438,100.8288058438,95.8288058438
4.8899720143,4.8899720143,4.8899720143,4.8899720143,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247,94.8328403247
4.9517821382,4.9517821382,4.9517821382,4.9517821382,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126,94.9400176126
6.6541255423,6.6541255423,6.6541255423,6.6541255423,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405,93.3610149405
5.9773086979,5.9773086979,5.9773086979,5.9773086979,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225,94.4586045225
5.0162462275,6.0162462275,10.0162462275,15.0162462275,95.1886605283,94.1886605283,90.1886605283,85.1886605283,96.1886605283,95.1886605283,91.1886605283,86.1886605283,100.1886605283,99.1886605283,95.1886605283,90.1886605283,105.1886605283,104.1886605283,100.1886605283,95.1886605283
5.2427235435,5.2427235435,5.2427235435,5.2427235435,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938,94.6654284938
3.3205711416,3.3205711416,3.3205711416,3.3205711416,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257,96.4890689257
4.6017157013,4.6017157013,4.6017157013,4.6017157013,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521,95.9938514521
3.9839154358,3.9839154358,3.9839154358,3.9839154358,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934,96.0219041934
4.6990738142,5.6990738142,9.6990738142,14.6990738142,95.090871285,94.090871285,90.090871285,85.090871285,96.090871285,95.090871285,91.090871285,86.090871285,100.090871285,99.090871285,95.090871285,90.090871285,105.090871285,104.090871285,100.090871285,95.090871285
5.2259060738,5.2259060738,5.2259060738,5.2259060738,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046,94.6161342046
4.896150845,4.896150845,4.896150845,4.896150845,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464,95.4180726464
4.0125914432,4.0125914432,4.0125914432,4.0125914432,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449,96.3963208449
5.6947514762,5.6947514762,5.6947514762,5.6947514762,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389,94.6432779389
5.8299619094,6.8299619094,10.8299619094,15.8299619094,94.4402366025,93.4402366025,89.4402366025,84.4402366025,95.4402366025,94.4402366025,90.4402366025,85.4402366025,99.4402366025,98.4402366025,94.4402366025,89.4402366025,104.4402366025,103.4402366025,99.4402366025,94.4402366025
5.8256729208,5.8256729208,5.8256729208,5.8256729208,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392,93.8700570392
6.1090608586,6.1090608586,6.1090608586,6.1090608586,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262,94.115471262
5.0751455827,5.0751455827,5.0751455827,5.0751455827,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044,94.9886561044
5.2881467505,5.2881467505,5.2881467505,5.2881467505,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224,94.2036111224
5.5444869774,5.5444869774,5.5444869774,5.5444869774,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328,94.6691127328
3.4633480132,3.4633480132,3.4633480132,3.4633480132,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418,96.6936969418
5.8554926474,5.8554926474,5.8554926474,5.8554926474,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724,93.9062395724
7.8605446636,7.8605446636,7.8605446636,7.8605446636,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243,91.1559567243
3.1938915666,3.1938915666,3.1938915666,3.1938915666,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939,96.9964886939
4.7485432405,4.7485432405,4.7485432405,4.7485432405,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103,95.0061795103
7.1232085698,7.1232085698,7.1232085698,7.1232085698,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513,92.0768791513
5.2432628098,5.2432628098,5.2432628098,5.2432628098,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561,94.6703372561
5.022392591,6.022392591,10.022392591,15.022392591,95.1592144644,94.1592144644,90.1592144644,85.1592144644,96.1592144644,95.1592144644,91.1592144644,86.1592144644,100.1592144644,99.1592144644,95.1592144644,90.1592144644,105.1592144644,104.1592144644,100.1592144644,95.1592144644
5.0637925641,5.0637925641,5.0637925641,5.0637925641,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487,95.6928768487
4.9986184239,5.9986184239,9.9986184239,14.9986184239,94.1251929474,93.1251929474,89.1251929474,84.1251929474,95.1251929474,94.1251929474,90.1251929474,85.1251929474,99.1251929474,98.1251929474,94.1251929474,89.1251929474,104.1251929474,103.1251929474,99.1251929474,94.1251929474
6.4180188843,6.4180188843,6.4180188843,6.4180188843,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826,93.5119119826
6.2680351148,6.2680351148,6.2680351148,6.2680351148,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746,93.4218790746
4.6339614791,4.6339614791,4.6339614791,4.6339614791,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236,95.0093327236
4.6398484591,4.6398484591,4.6398484591,4.6398484591,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463,94.6714013463
5.1096522509,5.1096522509,5.1096522509,5.1096522509,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297,95.6172033297
6.2608545777,6.2608545777,6.2608545777,6.2608545777,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844,93.918024844
4.2294146054,4.2294146054,4.2294146054,4.2294146054,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345,96.0616948345
